id,title,description,product_type,link,image_link,price
"365847","Horseshoe lifebuoy supplied with accessories conforming to Ministerial Decree 38","White ABS case to be hung to the pulpit or on the bulkhead. Quick opening. SpecificationsReferenceDescription22.420.02White ABS case, only22.420.01Lifebuoy 22.420.00 + floating rescue light 30.584.00 + rope 22.408.06 all fitted into a white ABS case designed to be hung to the pushpit or to the bulkhead. Quick opening; for pulpit mounting order 4 clamps models 37.175.81 or 37.261.01 or 37.264.02","Oscualti Nuevos","https://www.francobordo.com/salvavidas-tipo-herradura-suministrado-con-accesorios-que-cumplen-con-el-decret-p-365847.html","https://www.francobordo.com/images/productos/salvavidas-tipo-herradura-suministrado-con-accesorios-que-cumplen-con-el-decret-s14649-365847.jpg","194,50 EUR"
"365846","Brackets for horseshoe lifebuoys","In stainless steel, complete with arm for light buoy (30.584.01), suitable for tubes &Oslash; from 20 to 25 mm. Specifications Reference For lifebuoy 22.418.00 [22.416.00] [22.416.01] [22.416.02] or similar 22.418.01 [22.420.00]","Safety > Man Overboard > Lifebuoys and Supports","https://www.francobordo.com/soportes-para-salvavidas-tipo-herradura-p-365846.html","https://www.francobordo.com/images/productos/soportes-para-salvavidas-tipo-herradura-2-365846.jpeg","18,50 EUR"
"365845","WORLDLIFE 8 MED-approved lifejacket","With RINA approval for the commercial maritime sector. Manufactured in accordance with the new IMO regulation MSC.200(80). In combination with the automatic signal light 22.409.23, it becomes mandatory as onboard equipment beyond 6 miles from the coast. Specifications Reference Colour Size Type 22.411.02 red 16 to 43 kg youths 22.411.01 red over 40 kg adults 22.411.03 red up to 15 kg kids","Safety > Life Jackets > Adult Life Jacket","https://www.francobordo.com/chaleco-salvavidas-aprobado-por-worldlife-8-med-p-365845.html","https://www.francobordo.com/images/productos/chaleco-salvavidas-aprobado-por-worldlife-8-med-1-365845.jpeg","48,90 EUR"
"365843","Pet Vest lifejacket for cats and dogs","Made of sturdy nylon/fabric, with soft foam padding for the animal's comfort. Fitted with rescue handle on the back. Specifications Reference Size 22.404.50 up to 4 kg 22.404.51 3-6 kg 22.404.52 5-10 kg 22.404.53 9-18 kg 22.404.54 18-36 kg 22.404.55 over 35 kg","Safety > Life Jackets > Pets Lije Jackets","https://www.francobordo.com/chaleco-salvavidas-tipo-chaleco-para-gatos-y-perros-p-365843.html","https://www.francobordo.com/images/productos/chaleco-salvavidas-tipo-chaleco-para-gatos-y-perros-s43846-365843.jpg","32,90 EUR"
"365842","Fun self-inflatable lifejacket 150 N (EN ISO 12402-3)","Adult jacket (minimum 40 kg). Paired with the automatic signalling light 22.409.23, it becomes mandatory as onboard equipment beyond 6 nautical miles from the coast. Specifications Reference Activation Colour Size Canister + spare valve 22.398.12 Manual red One size fits all - adult [22.401.10] 22.398.13 Automatic blue One size fits all - adult [22.398.15]","Safety > Life Jackets > Adult Life Jacket","https://www.francobordo.com/chaleco-salvavidas-autoinflable-150-n-en-iso-12402-3-p-365842.html","https://www.francobordo.com/images/productos/chaleco-salvavidas-autoinflable-150-n-en-iso-12402-3-s33540-365842.jpg","85,90 EUR"
"365841","Premium self-inflatable lifejacket - 300 N","Designed for the toughest conditions. 300N buoyancy for utmost safety even when wearing boots, waterproof garments, etc. and allowing a very fast body rotation. HAMMAR hydrostatic activation that prevents unwanted inflation (possible with traditional activation systems). OPTIONAL ISO 12402-8 Fluo spray hood (22.394.10). Safety harness complying with ISO 12401 standards. Comfortable padded collar. Fitted with thigh strap. Specifications Reference Activation 22.394.10 Water/wind spray hood 22.393.01 Replacement cartridge (60g) + Hammar MA 1 valve 22.393.00 Black Hammar automatic lifejacket Click here for more information.","Safety > Life Jackets > Adult Life Jacket","https://www.francobordo.com/chaleco-salvavidas-autoinflable-premium-300-n-p-365841.html","https://www.francobordo.com/images/productos/chaleco-salvavidas-autoinflable-premium-300-n-en-iso-12402-2-s32477-365841-v2.jpg","67,90 EUR"
"365840","Universal bracket for lifebuoys","Made of epoxy-powder coated aluminium with ribbon. For 22/25-mm &Oslash; tubes or bulkhead mounting. Specifications Reference For lifebuoy 22.271.30 Annular 22.371.35 horseshoe lifebuoys","Safety > Man Overboard > Lifebuoys and Supports","https://www.francobordo.com/soporte-universal-para-salvavidas-p-365840.html","https://www.francobordo.com/images/productos/soporte-universal-para-salvavidas-1-365840.jpeg","15,60 EUR"
"365839","Brass ship's bell","Mirror polished, includes bayonet bracket and striker; type-approved RINA, suitable for pleasure boating and Merchant Navy. Specifications Reference &Oslash; mouth mm Regulate the hulls 21.532.00 210 from 12 to 20 metres 21.533.00 300 over 20 metres","On Board Comfort > Decoration","https://www.francobordo.com/campana-de-laton-para-barco-p-365839.html","https://www.francobordo.com/images/productos/campana-de-laton-para-barco-1-365839.jpeg","249,50 EUR"
"365838","Bell in chromed brass","High gloss polished bronze bell, includes bayonet bracket and striker. Specifications Reference &Oslash; mouth mm 21.530.00 100 21.530.01 150 21.530.02 175","On Board Comfort > Decoration","https://www.francobordo.com/campana-en-laton-cromado-p-365838.html","https://www.francobordo.com/images/productos/timbre-en-laton-cromado-1-365838.jpeg","41,90 EUR"
"365837","Brass bell","Fitted with swivelling bracket in only one direction. Specifications Reference &Oslash; mouth mm 21.222.80 100 21.222.90 150 21.222.30 175","On Board Comfort > Decoration","https://www.francobordo.com/campana-de-laton-p-365837.html","https://www.francobordo.com/images/productos/campanas-de-laton-1-365837.jpeg","57,90 EUR"
"365836","Chromed brass bell","Specifications Reference &Oslash; mouth mm 21.202.90 150 21.202.91 175","On Board Comfort > Decoration","https://www.francobordo.com/campana-de-laton-cromado-p-365836.html","https://www.francobordo.com/images/productos/campana-de-laton-cromado-aprobada-por-tipo-1-365836.jpeg","134,50 EUR"
"365835","Fiamm built-in horn","Easy and fast mounting; preinstalled gasket, plastic parts, 5-year warranty against UV-ray yellowing. Specifications Reference V Power dB Mask - finish Mask - mm Recess mm 21.100.01 12 115 White 140x80 90x60x95 (depth) 21.100.20 12 115 Polished SS 140x80 90x60x95 (depth)","Safety > Horns > Electric Horns","https://www.francobordo.com/claxon-integrado-fiamm-p-365835.html","https://www.francobordo.com/images/productos/claxon-integrado-fiamm-1-365835.jpeg","49,90 EUR"
"365834","Built-in compartment for Deck Filler","Fitted with hatch, made of hydrocarbon-resistant nylon. SpecificationsReferenceVersionColourA mmB mmC mmD mmE mmSymbol20.900.01StandardWhite19014815011371FUEL20.900.02With lockWhite19014815011371FUEL","Oscualti Nuevos","https://www.francobordo.com/compartimento-integrado-para-el-llenador-de-cubierta-p-365834.html","https://www.francobordo.com/images/productos/compartimento-integrado-para-el-llenador-de-cubierta-s28206-365834.jpg","20,65 EUR"
"365833","Drawer for hatch","Pull-out drawer, ideal for storing fishing gear or for use as a tool drawer in lockers 20.871.10, 20.871.11, 20.871.12.","On Board Comfort > Hatches and Recessed Boxes > Records With Chest","https://www.francobordo.com/cajon-para-armario-p-365833.html","https://www.francobordo.com/images/productos/armario-con-escotilla-estanca-s1676-365833.jpg","23,45 EUR"
"365832","Flush-mount deck filler","Mirror polished AISI316 stainless steel deck fillers, fitted with 30&deg; elbow. Plug opening with universal key type 20.169.90. Specifications Reference Type Neck &Oslash; Flange &Oslash; mm 20.867.06 WASTE 38 76 20.867.01 FUEL 38 76 20.867.02 WATER 38 76 20.867.03 FUEL 50 88 20.867.04 Diesel 50 88","Nautical Equipment > Fuel Filling Port","https://www.francobordo.com/tapa-de-llenado-empotrada-en-cubierta-p-365832.html","https://www.francobordo.com/images/productos/tapa-de-llenado-empotrada-en-cubierta-2-365832.jpeg","53,95 EUR"
"365831","Nylon/fiberglass white fuel plugs, made in accordance with EC standards","SpecificationsReferenceTypeCap colorFlange Ø mmNeck length mmNeck Ø mm20.669.04FUELgreen88653820.669.05WATERblue88653820.669.02FUELred886550","Oscualti Nuevos","https://www.francobordo.com/taponcillos-de-combustible-blancos-de-nylon-fibra-de-vidrio-fabricados-de-acuer-p-365831.html","https://www.francobordo.com/images/productos/taponcillos-de-combustible-blancos-de-nylon-fibra-de-vidrio-fabricados-de-acuer-s1667-365831.jpg","14,85 EUR"
"365830","Stainless steel refuel plugs, fitted with built-in vent","Fitted with special clever system, the plug neck can be mounted on the deck with just one hole Specifications Reference Type Neck &Oslash; Mounting hole &Oslash; mm Vent &Oslash; mm Cap &Oslash; mm Overhang mm Locking ring &Oslash; mm 20.565.01 FUEL 38 50 16 82 14 74 20.565.02 WATER 38 50 16 82 14 74 20.565.03 Diesel 38 50 16 82 14 74 20.565.05 Diesel 50 50 16 82 14 74","Fitting > Plugs","https://www.francobordo.com/tapones-de-recarga-de-acero-inoxidable-con-ventilacion-p-365830.html","https://www.francobordo.com/images/productos/tapones-de-recarga-de-acero-inoxidable-aisi-316-pulidos-a-espejo-equipados-con-s1663-365830.jpg","80,40 EUR"
"365829","Chromed brass flush mount fuel vent","Fuel vents. Designed in compliance with the requirements of the UNI EN ISO 21487 regulation. SpecificationsReferenceVariantHose adapter Ø mm20.284.01Straight model1620.285.0190° elbow, right1620.285.0290° elbow, left1620.286.01Straight model2020.285.0390° elbow, right2020.285.0490° elbow, left20","Oscualti Nuevos","https://www.francobordo.com/valvula-de-ventilacion-de-combustible-empotrada-de-laton-cromado-p-365829.html","https://www.francobordo.com/images/productos/valvula-de-ventilacion-de-combustible-empotrada-de-laton-cromado-s1627-365829.jpg","21,20 EUR"
"365828","Cast and mirror polished AISI316 stainless steel fuel vents","Fitted with flame-proof screen, detachable for easy maintenance. Designed in compliance with the requirements of the UNI EN ISO 21487 regulation. SpecificationsReferenceVariantfor pipe Ø mmBulkhead hole mmBulkhead thickness mmHead mm20.272.01Straight model16357/244520.272.02Model 90°16357/244520.273.01Straight model19388/274920.273.02Model 90°19388/2749","Oscualti Nuevos","https://www.francobordo.com/desahogadores-de-combustible-de-acero-inoxidable-aisi316-pulidos-y-espejados-p-365828.html","https://www.francobordo.com/images/productos/desahogadores-de-combustible-de-acero-inoxidable-aisi316-pulidos-y-espejados-s1625-365828.jpg","30,90 EUR"
"365827","Spare parts for LEWMAR Flush Hatch 2G portholes","Standard size spare parts for Lewmar Flush 2G, manufacture from 2006 up to now. Specifications Reference Variant For hatch models 19.916.20 Seal 20 19.916.10 Seal 10 19.915.03 Hinge 70 19.916.44 Seal 44 19.916.60 Seal 60 19.916.70 Seal 70 19.914.20 Plexiglass 20 19.914.10 Plexiglass 10 19.914.44 Plexiglass 44 19.914.60 Plexiglass 60 19.914.70 Plexiglass 70","Oscualti Nuevos","https://www.francobordo.com/repuestos-para-la-escotilla-plana-lewmar-2g-p-365827.html","https://www.francobordo.com/images/productos/","54,90 EUR"
"365826","Spare parts for Lewmar Flush Hatch 3G portholes","Standard size spare parts for Lewmar Flush 3G, manufacture from 2010 up to now. For hatch model Plexiglass Seal Locking levers Hinge Frame coupling Hatch stay 19.440.10 19.913.10 19.915.10 19.915.01 19.915.06 19.915.04 - 19.440.20 19.913.20 19.915.20 19.915.01 19.915.06 19.915.04 - 19.440.44 19.913.44 19.915.44 19.915.02 19.915.06 19.915.04 19.915.05* 19.440.60 19.913.60 19.915.60 19.915.02 19.915.06 19.915.04 19.915.05* 19.440.70 19.913.70 19.915.00 19.915.02 19.915.06 19.915.04 19.915.05* * 19.917.00   Pipe plug","Fitting > Hatchs and Gates > Hatches Ports Accessories","https://www.francobordo.com/repuestos-para-las-escotillas-planas-lewmar-3g-y-pasacascos-p-365826.html","https://www.francobordo.com/images/productos/repuestos-para-las-escotillas-planas-lewmar-3g-y-pasacascos-1-365826.jpeg","17,95 EUR"
"365825","Universal smart  switch for windshield wiper","Universal 12/24 volt, LED backlit switch, same look and recess fit sizes of genuine USA CARLINGSWITCH switches.Version for 1 windshield wiperFeatures: On/off position. 3 intermittent levels indicated by LED lights. 2 speed modes (when provided by the windshield wiper). Washing cycle. Automatic return to standby position. Dimmer port to adjust the light intensity level.Version for 2 windshield wipersFunctions: on / off; automatic synchronization of the 2 wipers; possibility to operate only one or the other wiper; 3 levels of intermittence; 2 speed levels (where provided by the wiper); washing cycle; automatic return to 0 of the brush; dimmer input to vary the intensity of the lighting.","Electricity > Electrical Switches and Panels > Switch","https://www.francobordo.com/interruptor-inteligente-universal-para-limpiaparabrisas-p-365825.html","https://www.francobordo.com/images/productos/interruptor-inteligente-universal-para-limpiaparabrisas-1-365825.jpeg","129,50 EUR"
"365824","Tondo thin edge portlight","Made of chromed brass, fitted with rear watertight ring, wing nut locking. Specifications Reference Net light mm &Oslash; cut mm Overall diameter in mm Useful neck mm 19.697.03 100 125 150 12 19.697.04 125 152 180 12 19.697.05 150 177 200 12","Fitting > Hatchs and Gates > Hatches","https://www.francobordo.com/escotilla-redonda-con-borde-fino-p-365824.html","https://www.francobordo.com/images/productos/escotilla-redonda-con-borde-fino-1-365824.jpeg","154,50 EUR"
"365823","Flyscreen for hatches and portlights","In black polyester. Installed in seconds via suction or magnetic attachment.Supplied with bag for storage when not in use. Specifications Reference outside mm Suitable for manhole max mm Fixing Suitable for max mm portholes 19.366.00 350x350 300x300 suction cup/magnet 19.366.01 600x600 520x520 suction cup/magnet 19.366.15 700x300 suction cup/magnet 650x200 19.366.14 490x230 suction cup/magnet 430x180 19.366.02 800x800 720x720 suction cup/magnet ","Fitting > Hatchs and Gates > Hatches Ports Accessories","https://www.francobordo.com/malla-mosquitera-para-escotillas-y-portillos-p-365823.html","https://www.francobordo.com/images/productos/malla-mosquitera-para-escotillas-y-portillos-2-365823.jpeg","44,90 EUR"
"365821","SCM oval portlight","In mirror-polished AISI 316 stainless steel.They are complete with a counterflange Perspex. Specifications Reference Outside mm Cut size mm Net light mm Hull thickness mm CE certification - Area CE certification - Category Colour Thickness mm 19.230.00 410x210 360x160 320x120 20/25 2 1 Bronzed 10 19.230.01 460x260 410x210 370x170 20/25 2 1 Bronzed 10","Fitting > Hatchs and Gates > Hatches","https://www.francobordo.com/escotilla-ovalada-scm-p-365821.html","https://www.francobordo.com/images/productos/escotilla-ovalada-scm-1-365821.png","379,50 EUR"
"365820","EIWA pivoting clear viewer","The tempered glass disc reaches its maximum speed in as little as 10 seconds. Instant centrifuge system for water splashes, rain, salt, mud, etc. Specifications Reference V W &Oslash; external A mm Clear light D mm Hole B mm C mm H mm RPM weight 19.152.60 12 34 350 300 326 163 212 2000 6 19.152.61 24 34 350 300 326 163 212 2000 6","Oscualti Nuevos","https://www.francobordo.com/visor-transparente-giratorio-eiwa-p-365820.html","https://www.francobordo.com/images/productos/visor-transparente-giratorio-eiwa-1-365820.jpeg","1.314,00 EUR"
"365819","Self-adhesive tape for seals of portlights, hatches, windows, etc.","Designed to make these openings watertight. Specifications Reference Material/Colour Thickness mm Width mm Length m 19.115.15 black PVC foam 10 15 5 19.115.20 black PVC foam 10 20 5","Maintenance and Cleaning > Maintenance > Adhesive Tapes","https://www.francobordo.com/cinta-autoadhesiva-para-juntas-de-escotillas-bocaportes-ventanas-etc-p-365819.html","https://www.francobordo.com/images/productos/cinta-autoadhesiva-para-juntas-de-escotillas-bocaportes-ventanas-etc-s31354-365819.jpg","12,00 EUR"
"365818","Vemefa portlight","Made of mirror-polished stainless steel, fitted with trimming ring. Watertight snap locking. SpecificationsReferenceTelescope neck in mmNet light mmOverall diameter in mm19.070.015/1710016519.070.025/1712519019.070.035/17150215","Oscualti Nuevos","https://www.francobordo.com/vemefa-portillo-de-cubierta-p-365818.html","https://www.francobordo.com/images/productos/vemefa-portillo-de-cubierta-s1524-365818.jpg","214,50 EUR"
"365817","Water drain bushing to couple with expansion plugs","Made of nylon. Specifications Reference Colorus mm Bore &Oslash; mm 18.736.00 black 78 22,7 18.836.00 White 78 22,7 18.736.01 black 150 22,7 18.736.02 black 150 (30 with 19-mm &Oslash; hose adaptor) 22,7 18.836.01 White 150 22,7 18.836.02 White 150 (30 with 19-mm &Oslash; hose adaptor) 22,7","Oscualti Nuevos","https://www.francobordo.com/tubo-de-drenaje-de-agua-para-acoplarse-a-los-tapones-de-expansion-p-365817.html","https://www.francobordo.com/images/productos/tubo-de-drenaje-de-agua-para-acoplarse-a-los-tapones-de-expansion-1-365817.jpeg","2,00 EUR"
"365816","Drain plug","Made of chromed brass, fitted with nylon plug and special locking plug device, remains attached even after been unscrewed. Specifications Reference Outside mm Recess hole &Oslash; mm Hole spacing mm &Oslash; water passage hole mm 18.538.00 52.5x35.5 25 38 17,5 18.538.01 59.5x40 35 45,5 25","Fitting > Plugs","https://www.francobordo.com/tapon-de-drenaje-p-365816.html","https://www.francobordo.com/images/productos/tapon-de-drenaje-2-365816.jpeg","7,65 EUR"
"365815","Water drain plug","Fitted with bushing. press to install. Specifications Reference Material Colour &Oslash; mm 18.536.00 Nylon Black 20 18.636.00 Nylon White 20","Fitting > Plugs","https://www.francobordo.com/tapon-de-drenaje-del-agua-p-365815.html","https://www.francobordo.com/images/productos/tapon-de-drenaje-del-agua-1-365815.jpeg","1,65 EUR"
"365814","Expandable lever-operated water drain plug","Made of rubber and nylon. Specifications Reference Description Colour Inside &Oslash; mm Length mm 18.535.01 Expandable plug, only Black 22 18.635.01 Expandable plug, only White 22 18.535.00 Plug with bushing 18.736.00 Black 22 78 18.635.00 Plug with bushing 18.836.00 White 22 78","Fitting > Plugs","https://www.francobordo.com/tapon-de-drenaje-de-agua-accionado-por-palanca-p-365814.html","https://www.francobordo.com/images/productos/tapon-de-drenaje-de-agua-accionado-por-palanca-1-365814.jpeg","4,45 EUR"
"365813","Cam expansion drain plugs","Suitable for draining water from the cockpit, fish baskets, fish bait cases; rotating adjustable pressure; brass cam, stainless steel washers, neoprene body. Specifications Reference For holes mm 18.532.01 12/13 18.532.04 13,5/14,5 18.532.03 15/16 18.532.02 18,5/19,5 18.532.00 9/10 18.532.05 17/18","Fitting > Plugs","https://www.francobordo.com/tapones-de-drenaje-de-expansion-de-cam-p-365813.html","https://www.francobordo.com/images/productos/tapones-de-drenaje-de-expansion-de-cam-1-365813.png","2,65 EUR"
"365812","Bilge drain plugs","Made of mirror polished AISI 316 stainless steel. Specifications Reference Flange &Oslash; mm Length mm Hose adaptor mm 18.347.00 48 53 24 18.347.10 60 69 38","Fitting > Plugs","https://www.francobordo.com/tapones-de-drenaje-de-la-sentina-p-365812.html","https://www.francobordo.com/images/productos/tapones-de-drenaje-de-la-sentina-s1502-365812.jpg","21,15 EUR"
"365811","Flat head Belturing Plus technopolymer tie with high strength","Outer rack, high grip, possible use in temporary position, UV-resistant. SpecificationsReferenceHeadLength mmWidth mmØ max beam mmMaximum holding capacity kgpcs18.053.01Single1156252810018.053.02Single1806452810018.053.03Single2906782810018.053.08Double2609605510018.053.10Double36099355100","Oscualti Nuevos","https://www.francobordo.com/cinta-de-amarre-de-polimero-plano-de-alta-resistencia-p-365811.html","https://www.francobordo.com/images/productos/cinta-de-amarre-de-polimero-plano-de-alta-resistencia-s40165-365811.jpg","0,25 EUR"
"365810","U-clips suitable for fixing pipes and cables","Rubber-coated and made of AISI 304 stainless steel. Specifications Reference Passage &Oslash; mm 18.040.08 8 18.040.10 10 18.040.12 12 18.040.14 14 18.040.16 16 18.040.18 18 18.040.20 20 18.040.22 22 18.040.26 26 18.040.30 30 18.040.36 36 18.040.40 40 18.040.46 46 18.040.50 50 18.040.60 60","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/abrazaderas-en-forma-de-u-adecuadas-para-la-fijacion-de-tuberias-y-cables-p-365810.html","https://www.francobordo.com/images/productos/abrazaderas-en-forma-de-u-adecuadas-para-la-fijacion-de-tuberias-y-cables-1-365810.jpeg","2,65 EUR"
"365809","Nylon strap with plate","Suitable for cabling, includes over-writable pad with felt-tip pen suitable for the identification of cables or pipes. SpecificationsReferenceWidth mmØ clamping mm - minimumØ clamping mm - MaximumLength mmMaximum holding capacity kgpcs18.038.012,51201108,110018.038.022,51522108,1100","Oscualti Nuevos","https://www.francobordo.com/correa-de-nylon-con-placa-p-365809.html","https://www.francobordo.com/images/productos/correa-de-nylon-con-placa-s1491-365809.jpg","0,15 EUR"
"365808","Nylon fairleads/cord grips","With screw-fitting eyelet; ideal for fixing electric systems, water pipes, control cables, etc. Specifications Reference For bundles max &Oslash; mm B mm C mm D mm pcs 18.036.01 4,7 9,5 9,6 4,2 100 18.036.02 7,8 9,5 11,2 4,2 100 18.036.03 12,7 9,5 14 4,2 100 18.036.04 16 12,7 16,8 5,2 100 18.036.05 19 12,7 19,9 5,2 100 18.036.06 25,4 12,7 23,1 5,2 100 18.036.07 31,7 12,7 26,9 5,2 100 18.036.08 38,1 12,7 30,2 5,2 100","Fitting > Cleats, Bollards and Fairleads > Fairlead","https://www.francobordo.com/guias-pasacabos-prensacables-de-nylon-p-365808.html","https://www.francobordo.com/images/productos/pasacables-de-nylon-grietas-de-cuerda-1-365808.jpeg","0,25 EUR"
"365807","Adjustable cable clamps","Requires one screw for mounting, made of white nylon. Specifications Reference Base (AxB) mm Width (C) mm For bundles max &Oslash; mm pcs 18.035.01 25x18 8 17 100 18.035.03 30x21 12 26 100 18.035.02 30x21 12 22 100","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/abrazaderas-ajustables-para-cables-p-365807.html","https://www.francobordo.com/images/productos/abrazaderas-ajustables-para-cables-1-365807.png","3,05 EUR"
"365806","Clamp supports","Fitted with central mounting system with one nylon screw, type approved RINA 5/043/93. Specifications Reference Maximum width of clamps mm mm 18.034.05 5 9.5x15x7h 18.034.09 9 15x22x11h *Sold in lots of 5 units.","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/soportes-de-abrazadera-p-365806.html","https://www.francobordo.com/images/productos/soportes-de-abrazadera-1-365806.png","0,25 EUR"
"365805","High temperature resistant cable tie","Made of nylon and special additives, these clamps resist up to 125&deg;C continuous and to 145&deg;C for short periods. Greenish neutral colour depending on their heat resistance.Neutral colour tending towards green, due to particular heat resistance. Specifications Reference A mm B mm &Oslash; max beam mm Maximum holding capacity kg 18.032.60 98 2,5 21 8,16 18.032.61 140 3,5 35 18,34 18.032.63 200 3,5 50 18,34 18.032.65 290 4,5 79 22,44 18.032.67 365 7,5 100 55,08 *Sold in lots of 5 units.","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/abrazadera-resistente-a-alta-temperatura-p-365805.html","https://www.francobordo.com/images/productos/abrazadera-de-alta-temperatura-resistente-2-365805.png","0,05 EUR"
"365804","Releasable cable tie","Made of 6/6 nylon. Push the hook on the rack and the clamp will open. The clamp can be used over again. Specifications Reference A mm B mm &Oslash; max beam mm Colour Maximum holding capacity kg 18.032.50 200 7,5 50 white 22,4 18.032.52 350 7,5 100 white 22,4 *Sold in lots of 5 units.","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/abrazadera-de-cable-extraible-p-365804.html","https://www.francobordo.com/images/productos/abrazadera-de-cable-extraible-2-365804.png","0,25 EUR"
"365803","Self-adhesive nylon cable holders","Mounting does not require cable or pipe perforation. Specifications Reference Useful passage mm 18.030.01 5x5 18.030.02 8x11 *Sold in lots of 5 units.","Electricity > Plugs and Adaptors > Fairlead and Waterproof Plugs","https://www.francobordo.com/abrazaderas-adhesivas-de-nylon-para-cables-p-365803.html","https://www.francobordo.com/images/productos/abrazaderas-adhesivas-de-nylon-para-cables-1-365803.jpeg","0,35 EUR"
"365800","Cable/pipe holders","Made of rubber-coated stainless steel; ideal for fixing copper pipes (hydraulic wheelhouses, flaps, supply pipes), device to dampen vibrations, electric ducts, water pipes etc. Specifications Reference Inside &Oslash; mm Band width mm AISI 18.024.08 8 16 304 18.024.10 10 16 304 18.024.12 12 16 304 18.024.14 14 16 304 18.024.16 16 16 304 18.024.18 18 16 304 18.024.20 20 16 304 18.024.22 22 16 304 18.024.25 25 16 304 18.024.30 30 20 304 18.024.35 35 20 304 18.024.40 40 20 304 18.024.45 45 20 304 18.024.50 50 20 304 18.024.55 55 20 304 18.024.60 60 20 304 18.024.65 65 20 304","Plumbing and Sanitary > Hose Clamps","https://www.francobordo.com/soportes-para-cables-tuberias-p-365800.html","https://www.francobordo.com/images/productos/soportes-para-cables-tuberias-3-365800.jpeg","1,00 EUR"
"365797","Fastening clip for hoses and cables","Made of self-extinguishing nylon with elastic wings and snap lock. Central screw mounting. Specifications Reference &Oslash; tube min/max mm Resistance to release from N pcs 18.008.02 12/16 23 75 18.008.03 16/23 23 50 18.008.04 20/25 25 50 18.008.05 25/32 31 25 18.008.06 32/40 40 20 18.008.07 40/60 50 15","Oscualti Nuevos","https://www.francobordo.com/clip-de-sujecion-para-cables-y-mangueras-p-365797.html","https://www.francobordo.com/images/productos/clip-de-sujecion-para-cables-y-mangueras-1-365797.jpeg","0,65 EUR"
"365796","Swivelling spout taps made in chromed brass","Specifications Reference Type Height mm 3/8 hose holder OPTIONAL 17.940.00 Cold, only 210 17.199.XX 17.935.00 Hot/cold 210 17.199.XX","Plumbing and Sanitary > Taps, Showers and Accesories > Taps and Accesories > Taps and Mixers","https://www.francobordo.com/grifos-de-desague-giratorios-fabricados-en-laton-cromado-p-365796.html","https://www.francobordo.com/images/productos/grifos-de-desague-giratorios-fabricados-en-laton-cromado-1-365796.jpeg","38,25 EUR"
"365793","3-way sphere valves","Made of AISI 316 stainless steel; fitted with handle lock, meets with ISO 8099 standard for waste water drainage regulations. Specifications Reference Size 17.722.05 1 1/4 17.722.06 1 1/2","Plumbing and Sanitary > Racords and Anti-Return Valves > Metal Faucets","https://www.francobordo.com/valvulas-de-esfera-de-tres-vias-p-365793.html","https://www.francobordo.com/images/productos/valvulas-de-esfera-de-tres-vias-4-365793.jpeg","99,90 EUR"
"365792","3-way ball valve female/female/female","Made of AISI 316 stainless steel, deviation; fitted with handle lock. T maneuvering. Specifications Reference Thread 17.722.01 3/8 17.722.02 1/2 17.722.03 3/4 17.722.04 1 17.722.07 2","Plumbing and Sanitary > Racords and Anti-Return Valves > Metal Faucets","https://www.francobordo.com/grifo-de-fondo-de-tres-vias-hembra-hembra-hembra-p-365792.html","https://www.francobordo.com/images/productos/grifo-de-fondo-de-tres-vias-hembra-hembra-hembra-2-365792.jpeg","36,90 EUR"
"365791","Shut-off full flow ball valve female/female","Made of AISI 316 stainless steel. Specifications Reference Thread 17.721.01 3/8 17.721.02 1/2 17.721.03 3/4 17.721.04 1 17.721.05 1 1/4 17.721.06 1 1/2 17.721.07 2 17.721.08 2 1/2 17.721.09 3","Plumbing and Sanitary > Racords and Anti-Return Valves > Metal Faucets","https://www.francobordo.com/grifo-de-fondo-hembra-hembra-p-365791.html","https://www.francobordo.com/images/productos/valvula-de-bola-de-flujo-completo-con-cierre-hembra-hembra-1-365791.jpeg","10,95 EUR"
"365790","RACOR genuine cartridges","Specifications Reference Variant For filters 17.667.21 30 micron 500MA 17.667.41 10 micron 500MA 17.667.22 30 micron 900MA 17.667.23 30 micron 1000MA 17.667.42 10 micron 900MA 17.667.43 10 micron 1000MA","Nautical Equipment > Filters and Accessories > Decanters","https://www.francobordo.com/cartuchos-originales-racor-p-365790.html","https://www.francobordo.com/images/productos/cartuchos-originales-racor-1-365790.jpeg","25,90 EUR"
"365789","RACOR fuel diesel filters - Single version","They also serve as water/diesel separators with a filtration rate of 10 microns.Complete with hose connector. Specifications Reference Flow rate l/h - max Flow rate l/h - continuous Type ADAPTERS INCLUDED mm weight 17.667.01 227 180 500MA 3/8 292x147x122 2 17.667.02 341 270 900VMA10 3/4 432x220x202 4,9 17.667.03 680 540 1000VMA10 3/4 557x220x202 5,6","Nautical Equipment > Filters and Accessories > Fuel > Generic","https://www.francobordo.com/filtros-de-combustible-diesel-racor-version-simple-p-365789.html","https://www.francobordo.com/images/productos/filtros-de-combustible-diesel-racor-version-simple-1-365789.jpeg","619,00 EUR"
